movieId,tmdbId,original_title,description
59810,14050.0,Recount,A chronicle of the weeks after the 2000 U S  presidential election and the subsequent recounts in Florida   Drama en
59814,14019.0,Ex Drummer,Three handicapped losers who form a band ask famous writer Dries to be their drummer  He joins the band and starts manipulating them   Comedy Crime Drama Horror nl
59900,10661.0,You Don't Mess with the Zohan,An Israeli counterterrorism soldier with a secretly fabulous ambition to become a Manhattan hairstylist  Zohans desire runs so deep that hell do anything  including faking his own death and going headtohead with an Arab cab driver  to make his dreams come true  Lather  Rinse  Save the world  Comedy en
59915,13848.0,Stuck,A young woman commits a hitandrun then finds her fate tied to her victim  Two Destinies Are About To Collide  Horror Thriller en
59947,45408.0,The Protector,Billy Wong is a New York City cop whose partner is gunned down during a robbery  Billy and his new partner Danny Garoni are working security at a fashion show when a wealthy mans daughter Laura Shapiro is kidnapped  The Federal authorities suspect that Lauras father is involved with Mr  Ko a Hong Kong drug kingpin so the NYC police commissioner sends the two cops to Hong Kong to investigate  Now New York has a new weapon  A cop with his own way of fighting crime  Action Comedy Drama Thriller en
59985,12912.0,Chaos Theory,Frank Allen a professional speaker who lectures on time management has a perfectly ordered and scheduled life down to the minute  When his wife sets his clock forward 10 minutes as a joke his day is thrown off  Deciding that his strictly ordered life has done him little good he begins to make multiple choice index cards choosing one at random and doing what is written on the card  This man will bring order to the universe   or not  Comedy Drama Romance en
59995,14748.0,Boy A,The story of a young excon Jack newly released from serving a prison sentence for a murder he committed as a child   Crime Drama en
60030,18467.0,Spiral,A reclusive telemarketer has only one semblance of a friend His telecommuter boss  But the telemarketers social circle seems to improve greatly when a whimsical coworker enters his life  Only as he begins to sketch his new friends portrait disturbing voices from the phone mans past threaten to lead him into a network of destruction  Drama Horror Thriller en
60037,8645.0,The Happening,When a deadly airborne virus threatens to wipe out the northeastern United States teacher Elliott Moore Mark Wahlberg and his wife Zooey Deschanel flee from contaminated cities into the countryside in a fight to discover the truth  Is it terrorism the accidental release of some toxic military bio weapon  or something even more sinister John Leguizamo and Betty Buckley costar in this thriller from writerdirector M  Night Shyamalan  Weve Sensed It  Weve Seen The Signs  Now    Its Happening  Drama SciFi Thriller en
60040,1724.0,The Incredible Hulk,Scientist Bruce Banner scours the planet for an antidote to the unbridled force of rage within him the Hulk  But when the military masterminds who dream of exploiting his powers force him back to civilization he finds himself coming face to face with a new deadly foe  Youll like him when hes angry  Action SciFi en
60046,13405.0,黃石的孩子,About young British journalist George Hogg who with the assistance of a courageous Australian nurse saves a group of orphaned children during the Japanese occupation of China in 1937  War made them orphans one man made them legends Drama War zh
60069,10681.0,WALL·E,WALL·E is the last robot left on an Earth that has been overrun with garbage and all humans have fled to outer space  For 700 years he has continued to try and clean up the mess but has developed some rather interesting humanlike qualities  When a ship arrives with a sleek new type of robot WALL·E thinks hes finally found a friend and stows away on the ship when it leaves  An adventure beyond the ordinarE  Adventure Animation Children Romance SciFi en
60072,8909.0,Wanted,Doormat Wesley Gibson discovers that his recently murdered father – who Wesley never knew – belonged to a secret guild of assassins  After a leatherclad sexpot drafts Wesley into the society he hones his innate killing skills and turns avenger  Choose your destiny  Action Thriller en
60074,8960.0,Hancock,Hancock is a downandout superhero whos forced to employ a PR expert to help repair his image when the public grows weary of all the damage hes inflicted during his lifesaving heroics  The agents idea of imprisoning the antihero to make the world miss him proves successful but will Hancock stick to his new sense of purpose or slip back into old habits Bad Behavior  Bad Attitude  Real Hero  Action Adventure Comedy Crime Fantasy en
60126,11665.0,Get Smart,When the identities of secret agents from Control are compromised the Chief promotes hapless but eager analyst Maxwell Smart and teams him with stylish capable Agent 99 the only spy whose cover remains intact  Can they work together to thwart the evil plans of KAOS and its crafty operative Saving The World   And Loving It Action Comedy en
60128,13019.0,Young People Fucking,On a Tuesday night five couples have separate sexual adventures  Matt and Kris friends for years want to have an onlyonce nostrings good time  Abby and Andrew married celebrate his birthday but its marred by angst and miscommunication  Mia and Eric are exes making sure they are over each other  Jaime and Ken work together and this is a first date  Inez and Gord invite his roommate Dave to join them  By the time each couple has gone through a prelude foreplay sex an interlude orgasm and afterglow theyve answered basic questions can sex be anonymous are we bored is our marriage really finished does anyone tell the truth and how do we make someone happy Coming Together Has Never Been So Complicated  Comedy en
60141,10748.0,St. Trinian's,When their beloved school is threatened with closure should the powers that be fail to raise the proper funds the girls scheme to steal a priceless painting and use the profits to pull St  Trinians out of the red  Taking higher education to a new low  Children Comedy en
60161,12889.0,Futurama: The Beast with a Billion Backs,Fresh off ripping spacetime a new one at the end of Benders Big Score the Planet Express crew is back to mend the tear in reality or hopefully at least not make it worse   Beyond the tear though lurks a being of inconceivable   tentacularity   What will become of Earth and indeed our universe when faced with the Beast with a Billion Backs AllNew FeatureLength Adventure Action Animation Comedy Romance SciFi en
60289,8359.0,Kit Kittredge: An American Girl,The Great Depression hits home for nine year old Kit Kittredge when her dad loses his business and leaves to find work  Oscar nominee Abigail Breslin stars as Kit leading a splendid cast in the first ever American Girl theatrical movie  In order to keep their home Kit and her mother must take in boarders  paying house  guests who turn out to be full of fascinating stories  When mothers lockbox containing all their money is stolen Kits new hobo friend Will is the prime suspect  Kit refuses to believe that Will would steal and her efforts to sniff out the real story get her and friends into big trouble  The police say the robbery was an inside job committed by someone they know  So if it wasnt Will then who did it  Kit Kittredge a resourceful young girl helps her mother run a boardinghouse after her father loses his job  Children Comedy Drama Mystery en
60291,13003.0,Gonzo: The Life and Work of Dr. Hunter S. Thompson,Fueled by a raging libido Wild Turkey and superhuman doses of drugs Thompson was a true free lance  goring sacred cows with impunity hilarity and a steeleyed conviction for writing wrongs  Focusing on the good doctors heyday 1965 to 1975 the film includes clips of neverbeforeseen nor heard home movies audiotapes and passages from unpublished manuscripts   Documentary en
60293,13990.0,The Wackness,Set in New York City in the sweltering summer The Wackness tells the story of a troubled teenage drug dealer who trades pot for therapy sessions with a drugaddled psychiatrist  Things get more complicated when he falls for one of his classmates who just happens to be the doctors daughter  This is a comingofage story about sex drugs music and what it takes to be a man   Comedy Drama Romance en
60303,10842.0,奇妙なサーカス,The erotic novelist Taeko is writing a morbid story of a family destroyed by incest murder and abuse  Her assistant Yuji sets on a mission to uncover the reality of this story but the reality might be too much to bear   Horror Mystery Thriller ja
60333,12172.0,Encounters at the End of the World,Herzog and cinematographer Peter Zeitlinger go to Antarctica to meet people who live and work there and to capture footage of the continents unique locations  Herzogs voiceover narration explains that his film will not be a typical Antarctica film about fluffy penguins but will explore the dreams of the people and the landscape  Off the map things get strange  Documentary en
60363,13009.0,Zombie Strippers!,In the not too distant future a secret government reanimation chemovirus gets released into conservative Sartre Nebraska and lands in an underground strip club  As the virus begins to spread turning the strippers into Super Zombie Strippers the girls struggle with whether or not to conform to the new fad even if it means theres no turning back  Live Dead Nudes Comedy Horror en
60365,13675.0,Frosty the Snowman,A discarded silk tophat becomes the focus of a struggle between a washedup stage magician and a group of schoolchildren after it magically brings a snowman to life  Realizing that newlyliving Frosty will melt in spring unless he takes refuge in a colder climate Frosty and Karen a young girl who he befriends stow away on a freight train headed for the north pole  Little do they know that the magician is following them and he wants his hat back  Animation Children Comedy Fantasy Musical en
60389,14111.0,Battle For Haditha,An investigation of the massacre of 24 men women and children in Haditha Iraq allegedly shot by 4 U S  Marines in retaliation for the death of a U S  Marine killed by a roadside bomb  The movie follows the story of the Marines of Kilo Company an Iraqi family and the insurgents who plant the roadside bomb  There are many ways to see the same story War en
60397,11631.0,Mamma Mia!,Set on an idyllic Greek island the plot serves as a background for a wealth of ABBA hit songs  Donna an independent single mother who owns a small hotel on the island is about to let go of Sophie the spirited young daughter shes raised alone  But Sophie has secretly invited three of her mothers exlovers in the hopes of finding her father  Take a trip down the aisle youll never forget Comedy Musical Romance en
60408,8265.0,Bienvenue chez les ch'tis,Although living a comfortable life in SalondeProvence a charming town in the South of France Julie has been feeling depressed for a while  To please her Philippe Abrams a post office administrator her husband tries to obtain a transfer to a seaside town on the French Riviera at any cost  The trouble is that he is caught redhanded while trying to scam an inspector  Philippe is immediately banished to the distant unheard of town of Bergues in the Far North of France     Comedy fr
60471,13022.0,Rogue,From the director of Wolf Creek comes this terrifying look at natures perfect killing machine  When a group of tourists stumble into the remote Australian river territory of an enormous crocodile the deadly creature traps them on a tiny mud island with the tide quickly rising and darkness descending  As the hungry predator closes in they must fight for survival against all odds  How Fast Can You Swim Action Adventure Horror SciFi Thriller en
60487,13353.0,"It's the Great Pumpkin, Charlie Brown",This classic Peanuts tale focuses on the thumbsucking blanketholding Linus and his touching faith in the Great Pumpkin  When Linus discovers that no one else believes in the creature he sets out to prove that the Pumpkins no myth—by spending the night alone in a pumpkin patch  Every year he rises from the pumpkin patch    Animation Children Comedy en
60516,11260.0,Meet Dave,A crew of miniature aliens operate a spaceship that has a human form  While trying to save their planet the aliens encounter a new problem as their ship becomes smitten with an Earth woman  Theres a Whole Other World Going on Inside of Him  Adventure Children Comedy Romance SciFi en
60522,13964.0,片腕マシンガール,The life of a young Japanese schoolgirl is destroyed when her family is killed by a NinjaYakuza family  Her hand cut off she replaces it with various machinesofdeath and seeks revenge Its Payback Time Action Comedy Fantasy Horror Thriller ja
60538,14456.0,Shrooms,A group of American teens comes Ireland to visit an Irish school friend who takes them on a camping trip in search of the local fabled magic mushrooms  When the hallucinations start taking hold the panicked friends are attacked by ghostly creatures never able to determine if they are experiencing gruesome reality or startling delirium   Horror Thriller en
60647,6687.0,Transsiberian,A TransSiberian train journey from China to Moscow becomes a thrilling chase of deception and murder when an American couple encounters a mysterious pair of fellow travelers  You cant escape your lies  Crime Drama Thriller en
60674,12914.0,Stargate: Continuum,Baal travels back in time and prevents the Stargate program from being started  SG1 must somehow restore history  History may never repeat itself again  SciFi en
60684,13183.0,Watchmen,In a gritty and alternate 1985 the glory days of costumed vigilantes have been brought to a close by a government crackdown but after one of the masked veterans is brutally murdered an investigation into the killer is initiated  The reunited heroes set out to prevent their own destruction but in doing so uncover a sinister plot that puts all of humanity in grave danger  Justice is coming to all of us   No matter what we do  Action Drama Mystery SciFi Thriller IMAX en
60735,12247.0,Shotgun Stories,Shotgun Stories tracks a feud that erupts between two sets of half brothers following the death of their father  Set against the cotton fields and back roads of Southeast Arkansas these brothers discover the lengths to which each will go to protect their family  Two families  One feud  No going back  Drama Thriller en
60737,22100.0,Watching the Detectives,Neil a self proclaimed film geek and owner of Gumshoe video has always been content to live vicariously through his favorite films noir  But when he meets Violet a reallife femme fatale his mundane world gets turned upside down and the line between reality and the movies quickly begins to blur  Will Neil step up and embrace a life full of adventure or retreat back to his comfortable couch  Comedy Romance en
60753,13012.0,Felon,A family man convicted of killing an intruder must cope with life afterward in the violent penal system  No rule  No hope  No way out  Crime Drama en
60756,12133.0,Step Brothers,Brennan Huff and Dale Doback might be grown men  But that doesnt stop them from living at home and turning into jealous competitive stepbrothers when their single parents marry  Brennans constant competition with Dale strains his moms marriage to Dales dad leaving everyone to wonder whether theyll ever see eye to eye  They grow up so fast  Comedy en
60760,8836.0,The X Files: I Want to Believe,Six years after the events of The XFiles series finale former FBI agent Doctor Dana Scully is now a staff physician at Our Lady of Sorrows a Catholic hospital and treating a boy named Christian who has Sandhoff disease a terminal brain condition  FBI agent Drummy arrives to ask Scully’s help in locating Fox Mulder the fugitive former head of the XFiles division and says they will call off its manhunt for him if he will help investigate the disappearances of several women including young FBI agent Monica Banan   Mulder and Scully are called back to duty by the FBI when a former priest claims to be receiving psychic visions pertaining to a kidnapped agent  To find the truth you must believe  Drama Mystery SciFi Thriller en
60766,14048.0,Man on Wire,On August 7th 1974 French tightrope walker Philippe Petit stepped out on a high wire illegally rigged between New Yorks World Trade Center twin towers then the worlds tallest buildings  After nearly an hour of performing on the wire 1350 feet above the sidewalks of Manhattan he was arrested  This fun and spellbinding documentary chronicles Philippe Petits highest achievement  1974  1350 feet up  The artistic crime of the century  Documentary en
60803,18846.0,The Little Drummer Boy,In this touching Christmas classic a young orphaned drummer boy is kidnapped  After he escapes he searches for his camel and finds him in the Nativity of the Baby Jesus  He gives Baby Jesus the only gift he has a song on his drum  This song is the only gift Baby Jesus responds to   Animation Children Musical en
60818,11910.0,Hogfather,Its Hogswatch equivalent to Christmas on the Discworld and the Hogfather has gone missing requiring Death to take his place while his granddaughter Susan endeavors to find out what has happened  This holiday expect the unexpected Adventure Fantasy Thriller en
60832,12192.0,Pathology,Medical student Ted Grey Milo Ventimiglia graduates at the top of his class and quickly joins an elite pathology program whose top students invite him into their circle  There he uncovers a gruesome secret They play a game in which one tries to commit the perfect undetectable murder then the others compete to determine the victims cause of death  No body is safe  Crime Horror Thriller en
60857,16725.0,The Tracey Fragments,Tracey Berkowitz 15 a selfdescribed normal girl loses her 9year old brother Sonny  In flashbacks and fragments we meet her overbearing parents and the sweet clueless Sonny  We watch Tracey navigate high school friendless picked on and teased  She develops a thing for Billy Zero a new student imagining hes her boyfriend  We see the day she loses Sonny and we watch her try to find him  Somethings Missing    Drama en
60885,15865.0,La zona,Residents of an enclosed neighborhood in the middle of Mexico DF are shocked by a violent crime and for one resident in particular young Alejandro the drama is ratcheted up when he encounters the lone kid who escaped the event and is hiding out within the neighborhoods borders   Drama Thriller es
60894,14061.0,The Edge of Love,The Edge of love is a love story of two feisty women and a brilliant charismatic poet who love both women  One woman Vera Phillips who is his first love and whom he lost for ten year while other one is his present wife Caitlin who is adventurous and felt same adventurous nature in this charismatic poet Dylan Thomas also  The only thing more dangerous than war    is love  Drama Romance War en
60904,43680.0,Собачье сердце,Old Prof  Preobrazhensky and his young colleague Dr  Bormental inserted the humans hypophysis into a dogs brain  Couple of weeks later the dog became human looking  The main question is Is anybody who is looking like a man A REAL MAN  Comedy Drama SciFi ru
60937,1735.0,The Mummy: Tomb of the Dragon Emperor,Archaeologist Rick OConnell travels to China pitting him against an emperor from the 2000yearold Han dynasty whos returned from the dead to pursue a quest for world domination  This time OConnell enlists the help of his wife and son to quash the socalled Dragon Emperor and his abuse of supernatural power  A New Evil Awakens  Action Adventure Fantasy Thriller en
60941,10185.0,The Midnight Meat Train,The photographer Leon lives with his girlfriend and waitress Maya waiting for a chance to get in the photo business  When Maya contacts their friend Jurgis he schedules a meeting for Leon with the successful owner of arts gallery Susan Hoff she analyzes Leons work and asks him to improve the quality of his photos  During the night the upset Leon decides to wander on the streets taking pictures with his camera and he follows three punks down to the subway station when the gang attacks a young woman Leon defends her and the guys move on  On the next morning Leon discovers that the woman is missing  He goes to the police station but Detective Lynn Hadley does not give much attention to him and discredits his statement  Leon becomes obsessed to find what happened with the stranger and he watches the subway station  When he sees the elegant butcher Mahogany in the train Leon believes he might be a murderer and stalks him everywhere in the beginning of his journey to the darkness  The most terrifying ride youll ever take Horror Mystery Thriller en
60943,10183.0,Frozen River,Ray Eddy an upstate New York trailer mom is lured into the world of illegal immigrant smuggling  Broke after her husband takes off with the down payment for their new doublewide Ray reluctantly teams up with Lila a smuggler and the two begin making runs across the frozen St  Lawrence River carrying illegal Chinese and Pakistani immigrants in the trunk of Rays Dodge Spirit   Drama en
60950,5038.0,Vicky Cristina Barcelona,Two girlfriends on a summer holiday in Spain become enamored with the same painter unaware that his exwife with whom he has a tempestuous relationship is about to reenter the picture  Life is the ultimate work of art Comedy Drama Romance en
60979,13851.0,Batman: Gotham Knight,Explore Bruce Waynes transition from his beginning as a tormented vigilantee to The Dark Knight of a crumbling metropolis with six distinct chapters but intended to be viewed as a whole  Get Ready    to Rage Against Evil  Action Animation Crime en
61011,13251.0,The Walker,An escort who caters to Washington D C s society ladies becomes involved in a murder case  Everyone loves a good scandal Drama Mystery en
61024,10189.0,Pineapple Express,A stoner and his dealer are forced to go on the run from the police after the pothead witnesses a cop commit a murder  Put this in your pipe and smoke it  Action Comedy Crime en
61026,12289.0,Chi bi,In the early third century the land of Wu is invaded by the warlord Cao Cao and his million soldiers  The ruler of Wu Sun Quan calls on the rival warlord Liu Bei for help but their two armies are still badly outnumbered  However the Wu strategist Zhou Yu sees that Cao Caos army is unused to battling on the sea which may just give them a chance if they can exploit this weakness properly  The future will be decided  Action Adventure Drama War zh
61071,10188.0,The Sisterhood of the Traveling Pants 2,Four young women continue the journey toward adulthood that began with The Sisterhood of the Traveling Pants  Now three years later these lifelong friends embark on separate paths for their first year of college and the summer beyond but remain in touch by sharing their experiences with each other  Some friends just fit together  Adventure Comedy Drama Romance en
61073,13300.0,Hell Ride,Hell Ride is a 2008 feature film from Larry Bishop being released under the “Quentin Tarantino Presents” banner  The film promises to be a blood and sexsoaked tale of motorcycle revenge and retribution  The rebellion against all there is Action Drama Thriller en
61123,13649.0,High School Musical 2,The East High Wildcats are ready to have the time of their lives  Troy Zac Efron is thrilled when he’s offered a job in a country club but it’s all part of Sharpay’s Ashley Tisdale plot to lure him away from Gabriella Vanessa Hudgens  How will it all turn out All questions are answered on the night of the club’s Talent Show   Comedy Drama Musical Romance en
61132,7446.0,Tropic Thunder,Vietnam veteran Four Leaf Taybacks memoir Tropic Thunder is being made into a film but Director Damien Cockburn can’t control the cast of prima donnas  Behind schedule and over budget Cockburn is ordered by a studio executive to get filming back on track or risk its cancellation  On Taybacks advice Cockburn drops the actors into the middle of the jungle to film the remaining scenes but unbeknownst to the actors and production the group have been dropped in the middle of the Golden Triangle the home of heroinproducing gangs  The movie they think theyre making    isnt a movie anymore  Action Adventure Comedy War en
61160,12180.0,Star Wars: The Clone Wars,Set between Episode II and III the Clone Wars is the first computer animated Star Wars film  Anakin and Obi Wan must find out who kidnapped Jabba the Hutts son and return him safely  The Seperatists will try anything to stop them and ruin any chance of a diplomatic agreement between the Hutts and the Republic   Action Adventure Animation SciFi en
61167,13107.0,Henry Poole Is Here,Henry Poole abandons his fiancée and family business to spend what he believes are his remaining days alone  The discovery of a miracle by a nosy neighbor ruptures his solitude and restores his faith in life  Changing his attitude will take a miracle  Drama Mystery en
61210,13256.0,Mutant Chronicles,Its the year 2707  Earths natural resources have all but been exhausted by mankind  Battles rage for the remainder between the competing Corporations  During one such battle the seal is broken and awakens an ancient and deadly machine that was once defeated thousands of years ago  The order that awaited its return must now lead a small group of soldiers to destroy it once and for all  Welcome to the 23rd century   The new dark ages  Action Adventure SciFi en
61236,8885.0,Vals Im Bashir,Much awarded animated documentary in which director and Israeli army veteran Ari Folman interviews friends and former soldiers about their memories of  the 1982 Lebanon war and especially the Sabra and Shatila massacre in Beirut  The usage on animation enabled Folman to illustrate their personal memories and dreams   Animation Documentary Drama War he
61240,13310.0,Låt den rätte komma in,Set in 1982 in the suburb of Blackeberg Stockholm twelveyearold Oskar is a lonely outsider bullied at school by his classmates at home Oskar dreams of revenge against a trio of bullies  He befriends his twelveyearold nextdoor neighbor Eli who only appears at night in the snowcovered playground outside their building  Eli is 12 years old  She’s been 12 for over 200 years and she just moved in next door  Drama Fantasy Horror Romance sv
61246,12621.0,Hamlet 2,From the same people that brought you Little Miss Sunshine Hamlet 2 is the story of Dana Marschz a high school drama teacher facing the cancellation of his program  A spoof on the typical story of bringing inner city and privileged youth together to succeed this offbeat comedy contains a hilarious musical finale  One high school drama teacher is about to make a huge number 2  Comedy en
61248,10483.0,Death Race,Terminal Island New York 2020  Overcrowding in the US penal system has reached a breaking point  Prisons have been turned over to a monolithic Weyland Corporation which sees jails full of thugs as an opportunity for televised sport  Adrenalized inmates a global audience hungry for violence and a spectacular enclosed arena come together to form the Death Race the biggest most brutal event  Get ready for a killer race  Action Adventure SciFi Thriller en
61250,12620.0,The House Bunny,Shelley is living a carefree life until a rival gets her tossed out of the Playboy Mansion  With nowhere to go fate delivers her to the sorority girls from Zeta Alpha Zeta  Unless they can sign a new pledge class the seven socially clueless women will lose their house to the scheming girls of Phi Iota Mu  In order to accomplish their goal they need Shelley to teach them the ways of makeup and men at the same time Shelley needs some of what the Zetas have  a sense of individuality  The combination leads all the girls to learn how to stop pretending and start being themselves  For the girls of ZETA house college life was no party until Shelley showed up  Comedy en
61255,10186.0,The Rocker,Rob Fish Fishman is the drummer in 80s hair metal band Vesuvius  Hes unceremoniously booted as the group signs a big record deal is out of the music world for 20 years  and then receives a second chance with his nephews band  Opportunity rocks  Comedy en
61257,15320.0,I.O.U.S.A.,With the countrys debt growing out of control Americans by and large are unaware of the looming financial crisis  This documentary examines several of the ways America can get its economy back on the right track  In addition to looking at the federal deficit and trade deficit the film also closely explores the challenges of funding national entitlement programs such as Social Security Medicare and Medicaid   Documentary en
61262,13515.0,Mirrors,An excop and his family are the target of an evil force that is using mirrors as a gateway into their home  There is evil   On the other side  Horror Mystery Thriller en
61289,13637.0,Sukiyaki Western Django,Several hundred years after the Battle of Dannoura the Genji and Heike clans face off again in a poor mountain town with a buried treasure legend  A revolverwielding stranger a lone gunman burdened with emotional scars and blessed with incredible skill drifts into town and crosses paths with two warring clans who are both on the hunt for a hidden treasure in a remote western town  Knowing his services are valuable to either side he offers himself to the clan who will offer up the largest share of the wealth   Yoshitsune commands his Genji gang in white while Kiyomori leads his Heike gang in red  Expectations collide as the key players wonder which gang the gunman will join  Dirty tricks betrayal desire and finally love get jumbled together as the situation erupts into a showdown   Action Western ja
61319,14298.0,Somers Town,Two teenagers both newcomers to London forge an unlikely friendship over the course of a hot summer  Tomo Thomas Turgoose is a runaway from Nottingham Marek Piotr Jagiello lives in the district of Somers Town between Kings Cross and Euston stations where his dad is working on a new rail link   Drama en
61323,4944.0,Burn After Reading,When a disc containing memoirs of a former CIA analyst falls into the hands of Linda Litzke and Chad Feldheimer the two gym employees see a chance to make enough money for her to have lifechanging cosmetic surgery  Predictably events whirl out of control for the duo doofuses and those in their orbit  Intelligence is relative  Comedy Crime Drama en
61348,13805.0,Disaster Movie,In DISASTER MOVIE the filmmaking team behind the hits Scary Movie Date Movie Epic Movie and Meet The Spartans this time puts its unique inimitable stamp on one of the biggest and most bloated movie genres of all time  the disaster film  Your favorite movies are going to be destroyed  Comedy en
61350,9381.0,Babylon A.D.,In Babylon A D Vin Diesel stars as a veteranturnedmercenary who is hired to deliver a package from the ravages of postapocalyptic Eastern Europe to a destination in the teeming megalopolis of New York City  The package is a mysterious young woman with a secret  Kill or be Killed  Action Adventure SciFi Thriller en
61352,13291.0,Traitor,When straight arrow FBI agent Roy Clayton heads up the investigation into a dangerous international conspiracy all clues seem to lead back to former U S  Special Operations officer Samir Horn  The truth is complicated  Crime Drama Thriller en
61394,14771.0,The Onion Movie,Venerable newscaster Norm Archer reports the latest news in politics health culture and entertainment  such as an automotive recall of decapitationinducing Neckbelts and a study finding that depression hits losers hardest  This compilation of bogus news stories celebrity profiles movie trailers and skits come courtesy of the ace satirists at The Onion  Americas Finest News Source  Comedy en
61401,8285.0,The Spirit,Down these mean streets a man must come  A hero born murdered and born again  When a Rookie cop named Denny Colt returns from the beyond as The Spirit a hero whose mission is to fight against the bad forces from the shadows of Central City the Octopus who kills anyone unfortunate enough to see his face who has other plans  Hes going to wipe out the entire city  Im gonna kill you all kinds of dead  Action Comedy Fantasy Thriller en
61406,118309.0,John Adams,The life of one of the USAs Founding Fathers its second President and his role in the nations first 50 years  Join or Die Drama en
61465,13184.0,Bangkok Dangerous,When carrying out a hit assassin Joe Cage always makes use of the knowledge of the local population  On arriving in Bangkok Joe meets street kid Kong and he becomes his primary aide  But when Kong is nearly killed he asks Joe to train him up in the deadly arts and unwittingly becomes a target of a band of killers  Theres only one way out  Action Crime Thriller en
61628,38019.0,向日葵,Sunflower is the story of the Zhang family in Beijing father mother and son across three decades centering on the tensions and misunderstandings between father and son  Nineyearold Xiangyang is having the time of his life free of adult supervision until the day he meets the father he can hardly remember  Having spent years away he returns with strong ideas about his son learning to draw  But Xiangyang chafes under his fathers constant rules and soon stages his own revolution against the lessons enforced   Drama zh
61692,14458.0,Altered,Fifteen years ago a group of mens lives were forever changed by a strange occurrence  Now the same group of men will spend a night together     in terror  They will find you  Horror SciFi Thriller en
61697,13389.0,Righteous Kill,Two veteran New York City detectives work to identify the possible connection between a recent murder and a case they believe they solved years ago is there a serial killer on the loose and did they perhaps put the wrong person behind bars Most people respect the badge  Everybody respects the gun  Crime Mystery Thriller en
61705,13279.0,Lakeview Terrace,A young interracial couple has just moved into their California dream home when they become the target of their nextdoor neighbor who disapproves of their relationship  A tightly wound LAPD officer has appointed himself the watchdog of the neighborhood  His nightly foot patrols and overly watchful eyes bring comfort to some but he becomes increasingly aggressive to the newlyweds  These persistent intrusions into their lives cause the couple to fight back  What Could Be Safer Than Living Next to a Cop Drama Thriller en
61729,12797.0,Ghost Town,Dentist Bertram Pincus is a man whose people skills leave much to be desired  When Pincus dies unexpectedly but is miraculously revived after seven minutes he wakes up to discover that he now has the annoying ability to see ghosts  He sees dead people    and they annoy him  Comedy Fantasy Romance en
61818,16456.0,The Crow IV: Wicked Prayer,Jimmy Cuervo is a downonhisluck excon living in a polluted mining town on a reservation that would run him out of town if not for the remainder of his probation  With his time nearly finished he plans to start a new life with his girlfriend Lily  and leave the town for good  But Luc Crash and Lola Byrne head up a local gang of local Satanists who murder Jimmy and Lily in a brutal ritual  Passion  Revenge   Eternity  Action Adventure Fantasy Thriller en
61986,12690.0,Appaloosa,Two friends hired to police a small town that is suffering under the rule of a rancher find their job complicated by the arrival of a young widow  Feelings get you killed  Western en
62008,37776.0,Dead Fury,Animated parody of such horror classics as Evil Dead and The Hills Have Eyes  Hell hath no fury like the dead Action Animation Comedy Horror en
62081,13027.0,Eagle Eye,Jerry Shaw and Rachel Holloman are two strangers whose lives are suddenly thrown into turmoil by a mysterious woman they have never met  Threatening their lives and family the unseen caller uses everyday technology to control their actions and push them into increasing danger  As events escalate Jerry and Rachel become the countrys mostwanted fugitives and must figure out what is happening to them  Dont walk  Run  Action Crime Thriller IMAX en
62113,13092.0,How to Lose Friends & Alienate People,A British writer struggles to fit in at a highprofile magazine in New York  Based on Toby Youngs memoir How to Lose Friends amp Alienate People  Hes across the pond and out of his depth  Comedy en
62155,12182.0,Nick and Norah's Infinite Playlist,Nick cannot stop obsessing over his exgirlfriend Tris until Tris friend Norah suddenly shows interest in him at a club  Thus beings an odd night filled with ups and downs as the two keep running into Tris and her new boyfriend while searching for Norahs drunken friend Caroline with help from Nicks band mates  As the night winds down the two have to figure out what they want from each other  Every night has a soundtrack  Comedy Drama Romance en
62208,46492.0,Yama no oto,An ingratiating bride develops warm ties to her fatherinlaw while her cold husband blithely slights her for another woman   Drama ja
62250,8882.0,Gomorra,An inside look at Italys modernday crime families the Camorra in Naples and Caserta  Based on a book by Roberto Saviano  Power money and blood these are the values that the residents of the Province of Naples and Caserta have to face every day  They hardly ever have a choice and are forced to obey the rules of the Camorra  Only a lucky few can even think of leading a normal life   Crime Drama it
62293,12783.0,The Duchess,A chronicle of the life of 18th century aristocrat Georgiana Duchess of Devonshire who was reviled for her extravagant political and personal life  Based on the incredible true story  Drama Romance en
62299,12683.0,Alone in the Dark 2,When the night falls and the creatures of the dark are crawling out of the shadows there is only one man who stands between us and evil Edward Carnby  Evil Returns Action Horror en
62344,14976.0,Rachel Getting Married,A young woman who has been in and out from rehab for the past 10 years returns home for the weekend for her sisters wedding   Drama Romance en
62374,12113.0,Body of Lies,The CIA’s hunt is on for the mastermind of a wave of terrorist attacks  Roger Ferris is the agency’s man on the ground moving from place to place scrambling to stay ahead of evershifting events  An eye in the sky – a satellite link – watches Ferris   At the other end of that realtime link is the CIA’s Ed Hoffman strategizing events from thousands of miles away  And as Ferris nears the target he discovers trust can be just as dangerous as it is necessary for survival  Trust no one  Deceive everyone  Action Drama Thriller en
62376,13600.0,City of Ember,For generations the people of the City of Ember have flourished in an amazing world of glittering lights  But Embers once powerful generator is failing and the great lamps that illuminate the city are starting to flicker  Now two teenagers in a race against time must search Ember for clues that will unlock the ancient mystery of the citys existence before the the lights go out forever  Escape is the only option Adventure Children SciFi en
